meter_id,lat,lon,utm_x,utm_y,node_type,usage_type,meter_size,tariff_code,phase_conn,phase_id,peak_load_kw,has_solar,solar_kw,has_ev,transformer_id,dist_m,line_R,line_X,v_actual,v_drop_pct,building_name,building_code
UTCC-1247,13.777397412445904,100.56223937351984,668887.2501816459,1523656.2207870502,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,17.48,False,5,35.77,0.0114,0.01,225.3,2.03,,
UTCC-1248,13.777548779586258,100.56222711185156,668885.8155653113,1523672.9578809352,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,5,19.08,0.0061,0.0053,224.3,2.46,,
UTCC-1249,13.777649995026271,100.5622230759534,668885.3064360411,1523684.1524830328,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,9.57,False,5,8.39,0.0027,0.0023,228.9,0.48,,
UTCC-1250,13.777745755284615,100.56221877393496,668884.7724510076,1523694.743393014,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,4.83,0.0015,0.0014,229.4,0.27,,
UTCC-1251,13.77784851823856,100.56220466407649,668883.172916393,1523706.102121104,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,10.16,False,5,14.76,0.0047,0.0041,228.1,0.83,,
UTCC-1252,13.777949550006552,100.56220435000088,668883.0663580915,1523717.2790176657,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,8.28,False,5,25.87,0.0083,0.0072,226.6,1.47,,
UTCC-1253,13.77824585500803,100.5621771237375,668879.9094825898,1523750.0400383917,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,2,27.05,0.0087,0.0076,226.4,1.54,,
UTCC-1254,13.778340574537937,100.56217759483108,668879.8923591966,1523760.5191653962,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,2,24.91,0.008,0.007,226.7,1.42,,
UTCC-1255,13.779775935091507,100.56236812131411,668899.4622782433,1523919.4465604054,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,11,37.04,0.0119,0.0104,219.0,4.8,,
UTCC-1256,13.779500599506989,100.56249883959936,668913.7945839445,1523889.0780827033,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,11,22.28,0.0071,0.0062,223.4,2.86,,
UTCC-1257,13.779464173253558,100.56227897467235,668890.047025933,1523884.8938048754,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,11,2.9,0.0009,0.0008,229.2,0.37,,
UTCC-1258,13.779182549992765,100.56217504999776,668879.0121518815,1523853.6648995972,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,6.91,False,11,32.31,0.0103,0.009,225.8,1.83,,
UTCC-1259,13.779315765748104,100.56217890257366,668879.332995693,1523868.405229814,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,4.39,False,11,19.62,0.0063,0.0055,227.4,1.12,,
UTCC-1260,13.7827533679972,100.55965118501423,668603.5471820831,1524246.9319419432,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,10,72.61,0.0232,0.0203,208.5,9.37,,
UTCC-1261,13.78275822130305,100.55992281442144,668632.914228391,1524247.659399013,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,22.1,False,10,43.7,0.014,0.0122,217.0,5.65,,
UTCC-1262,13.782841669337296,100.56015513144715,668657.9741176266,1524257.0542155995,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,10,17.31,0.0055,0.0048,224.9,2.22,,
UTCC-1263,13.782880618739174,100.56039238255161,668683.599448253,1524261.529651092,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,10,8.87,0.0028,0.0025,227.4,1.14,,
UTCC-1264,13.782912887719998,100.56074237615388,668721.4200980645,1524265.3451908142,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,10,46.69,0.0149,0.0131,216.1,6.02,,
UTCC-1265,13.78298342337102,100.5610238380583,668751.8031178176,1524273.3461054487,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,10,77.99,0.025,0.0218,206.8,10.08,,
